Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude 
ZZ9,Total industry,Nitrous oxide,2014.12,1780,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.03,1759,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.06,1753,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.09,1754,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.12,1760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.03,1754,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.06,1758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.09,1760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.12,1762,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2017.03,1765,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2017.06,1768,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2017.09,1771,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2017.12,1776,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2018.03,1797,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2018.06,1807,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2018.09,1805,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2018.12,1798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2019.03,1805,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2019.06,1816,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2019.09,1810,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2019.12,1798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2020.03,1835,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2020.06,1841,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2020.09,1832,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2020.12,1806,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.03,1800,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.06,1818,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.09,1805,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.12,1725,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.03,1735,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.06,1698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.09,1693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2022.12,1683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.03,1648,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.06,1631,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.09,1631,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.12,1630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2024.03,1618,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2024.06,1611,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2010.03,9801,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2010.06,9967,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2010.09,9944,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2010.12,9847,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2011.03,9850,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2011.06,9921,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2011.09,9916,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2011.12,9879,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.03,10002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.06,10005,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.09,10018,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.12,10005,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.03,9954,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.06,9956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.09,9966,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2013.12,9984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.03,10060,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.06,10030,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.09,10056,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2014.12,10065,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2015.03,9941,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2015.06,9922,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2015.09,9925,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2015.12,9920,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2016.03,9785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2016.06,9773,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2016.09,9799,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2016.12,9791,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2017.03,9694,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2017.06,9691,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2017.09,9793,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2017.12,9800,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2018.03,9681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2018.06,9698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2018.09,9913,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2018.12,9860,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.03,10000,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.06,9915,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.09,9569,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.12,9651,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2020.03,9886,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2020.06,9874,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2020.09,9616,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2020.12,9604,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2021.03,9592,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2021.06,9776,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2021.09,9819,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2021.12,9436,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2022.03,9525,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2022.06,9421,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2022.09,9560,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2022.12,9695,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2023.03,9398,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2023.06,9345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2023.09,9380,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2023.12,9414,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2024.03,9286,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2024.06,9259,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2010.03,9279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2010.06,9182,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2010.09,9138,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2010.12,9333,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2011.03,9156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2011.06,8636,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2011.09,9317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2011.12,9210,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2012.03,9354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2012.06,9924,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2012.09,9458,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2012.12,9329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2013.03,9240,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2013.06,9732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2013.09,9306,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2013.12,9044,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2014.03,9201,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2014.06,9135,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2014.09,9410,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2014.12,9765,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2015.03,9733,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2015.06,9250,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2015.09,9450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2015.12,9591,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2016.03,9352,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2016.06,9160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2016.09,9236,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2016.12,8816,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2017.03,9121,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2017.06,9610,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2017.09,9631,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2017.12,9793,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2018.03,9520,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2018.06,9387,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2018.09,9563,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2018.12,9942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2019.03,10046,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2019.06,9625,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2019.09,9920,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2019.12,9904,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2020.03,9381,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2020.06,7456,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2020.09,9207,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2020.12,9145,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2021.03,9135,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2021.06,9613,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2021.09,8122,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2021.12,8297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2022.03,8583,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2022.06,8454,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2022.09,8018,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2022.12,7912,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2023.03,8138,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2023.06,8114,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2023.09,8710,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2023.12,8656,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2024.03,8445,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2024.06,8672,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2010.03,20996,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2010.06,21051,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2010.09,21073,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2010.12,21115,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2011.03,20974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2011.06,20453,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2011.09,21262,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2011.12,21065,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2012.03,21380,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2012.06,21966,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2012.09,21533,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2012.12,21355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2013.03,21226,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2013.06,21713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2013.09,21323,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2013.12,21102,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2014.03,21373,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2014.06,21224,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2014.09,21597,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2014.12,21959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2015.03,21732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2015.06,21244,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2015.09,21485,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2015.12,21627,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2016.03,21203,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2016.06,21012,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2016.09,21159,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2016.12,20738,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2017.03,20910,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2017.06,21450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2017.09,21584,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2017.12,21688,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2018.03,21332,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2018.06,21303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2018.09,21644,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2018.12,21911,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2019.03,22191,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2019.06,21827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2019.09,21687,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2019.12,21640,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2020.03,21491,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2020.06,19472,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2020.09,21014,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2020.12,20909,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2021.03,20939,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2021.06,21742,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2021.09,20099,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2021.12,19899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2022.03,20278,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2022.06,19966,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2022.09,19608,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2022.12,19813,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2023.03,19581,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2023.06,19421,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2023.09,20096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2023.12,20187,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2024.03,19683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide equivalents,2024.06,19908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2010.03,267,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2010.06,268,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2010.09,269,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2010.12,271,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2011.03,272,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2011.06,274,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2011.09,278,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2011.12,283,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2012.03,287,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2012.06,290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2012.09,293,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2012.12,296,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2013.03,295,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2013.06,296,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2013.09,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2013.12,306,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2014.03,310,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2014.06,313,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2014.09,316,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2014.12,318,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2015.03,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2015.06,316,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2015.09,315,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2015.12,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2016.03,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2016.06,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2016.09,319,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2016.12,322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2017.03,324,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2017.06,328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2017.09,331,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2017.12,336,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
